text,kmeans_10_direct,kmeans_15_direct,kmeans_20_direct,hdbscan_10_direct,hdbscan_15_direct,hdbscan_20_direct,kmeans_10_pca,kmeans_10_umap,kmeans_15_pca,kmeans_15_umap,kmeans_20_pca,kmeans_20_umap,hdbscan_10_pca,hdbscan_10_umap,hdbscan_15_pca,hdbscan_15_umap,hdbscan_20_pca,hdbscan_20_umap
Röntgenprüfung zeigt Kokillenriss in Zone Sandausbruch,4,4,4,4,3,3,2,9,5,10,5,10,13,5,8,5,2,5
Sandausbruch an Zylinderkopf Charge,4,4,15,0,0,0,5,1,5,1,5,19,13,8,8,7,2,7
Spektralanalyse zeigt TiMangel Charge Verdacht Formüberhitzung Kernreparatur läuft,9,9,9,-1,-1,-1,5,9,5,9,5,17,13,13,8,6,2,6
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Sandausbruch teilkonform,1,13,13,3,1,1,4,3,4,3,9,3,1,2,1,2,1,2
Qualitätsabweichung Sandbindermangel Lunker Dickenmaß Normabweichung,0,2,0,-1,-1,-1,9,7,12,7,12,7,1,18,1,15,1,13
Kernbruch Ursache HandlingSchaden,2,10,17,13,8,8,3,4,3,4,3,18,2,6,3,8,4,3
Bearbeitungsfehler HandlingSchaden HandlingSchaden Teil Prüfbericht,7,8,18,-1,1,1,1,7,8,13,1,13,12,21,7,11,2,9
Gasporosität an Zylinderkopf Charge,4,4,15,0,0,0,2,1,5,1,5,19,13,8,8,7,2,7
Legierungsabweichung Mg HandlingSchaden vs Soll Sandbindermangel Schleifnacharbeit notwendig,6,6,19,9,6,6,4,5,9,14,9,14,1,16,1,13,1,11
Oberflächenrauheit Lunker außerhalb Spezifikation Gießparameter optimiert,7,7,7,-1,-1,-1,5,6,11,6,11,6,14,9,9,10,2,8
Härteprüfung Lunker Kaltlauf vs Sandbindermangel Chargenanalyse C Si,3,1,1,-1,-1,-1,4,8,9,8,9,8,1,19,1,16,1,14
Härteprüfung Sandausbruch HandlingSchaden vs HandlingSchaden teilkonform,8,14,14,-1,-1,-1,0,8,10,8,16,8,1,19,1,16,1,14
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max HandlingSchaden Chargenanalyse C Si,1,13,13,3,1,1,4,3,4,3,4,3,-1,2,-1,2,-1,2
Qualitätsabweichung Kaltlauf Kaltlauf Dickenmaß,0,14,0,-1,-1,-1,7,7,7,7,7,7,12,18,7,15,2,13
Formdruckabweichung Sandbindermangel vs Kaltlauf Form Normabweichung Gießparameter optimiert,0,0,16,5,4,4,9,0,12,0,12,0,1,11,1,12,1,10
Härteprüfung Kaltlauf Sandbindermangel vs Kaltlauf Nacharbeit gemäß,8,14,14,-1,-1,-1,0,5,10,8,10,8,1,19,1,16,1,14
Schmelzofen Holding Furnace TempAbweichung °C Verdacht Formüberhitzung Kernreparatur läuft,5,5,5,1,2,2,8,2,8,2,8,2,8,1,4,1,2,1
Legierungsabweichung Ti Kernschale Verschleiß vs Soll Kernschale Verschleiß Verdacht Sandfeuchteabweichung Schleifnacharbeit notwendig,6,6,19,-1,-1,-1,0,5,12,14,10,14,1,16,1,13,1,11
Qualitätsabweichung Sandausbruch HandlingSchaden Porosität,0,14,0,-1,-1,-1,7,7,7,7,7,7,12,18,7,15,2,13
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max Lunker konform,1,13,13,3,1,1,4,3,4,3,9,3,1,2,1,2,1,2
Röntgenprüfung zeigt Gasporosität in Zone Lunker,4,4,4,4,3,3,2,9,2,10,2,10,-1,5,-1,5,2,5
Maßabweichung Kaltlauf Kernschale Verschleißmm vs Sandausbruch±Sandbindermangelmm,8,12,12,10,7,7,0,5,0,5,18,15,1,24,1,17,1,15
Maßabweichung Kaltlauf Kernschale Verschleißmm vs Kaltlauf±Lunkermm ¦ Normabweichung,8,12,12,10,7,7,0,5,0,5,0,15,1,24,1,17,1,15
Kernbruch Ursache Kernschale Verschleiß Verdacht Legierungsdrift,2,2,6,-1,-1,-1,3,4,3,4,3,16,-1,7,-1,9,-1,3
Ausschuss Maßhaltigkeit an Radträger Ursache Sandfeuchte zu hoch ≥ Prüfbericht,2,10,10,-1,-1,-1,8,4,14,4,14,4,-1,7,-1,9,-1,3
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Sandbindermangel Chargenanalyse Mg Ti,1,13,13,3,1,1,4,3,4,3,4,3,-1,2,-1,2,-1,2
Maßabweichung Kaltlauf Lunkermm vs HandlingSchaden±Kernschale Verschleißmm nicht konform,8,12,12,10,7,7,0,5,0,5,18,15,1,24,1,17,1,15
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max Sandbindermangel Gießparameter optimiert,1,13,13,3,1,1,4,3,4,3,4,3,-1,2,-1,2,-1,2
Kernbruch Ursache Sandbindermangel Prüfbericht,2,10,17,11,9,9,3,4,13,4,13,18,6,7,2,9,3,3
Sandfeuchte Sandbindermangel außerhalb Toleranz Chargenanalyse C Si Nacharbeit gemäß,3,1,1,-1,-1,-1,1,8,11,11,11,11,14,3,9,3,2,4
Schmelzofen Holding Furnace TempAbweichung °C Prüfbericht,5,5,5,1,2,2,5,2,5,2,15,2,-1,1,-1,1,-1,1
Röntgenprüfung zeigt Sandausbruch in Zone HandlingSchaden Chargenanalyse C Si Wärmenachbehandlung eingeleitet,3,1,3,-1,-1,-1,2,9,2,10,2,10,11,5,6,5,2,5
Röntgenprüfung zeigt Lunker in Zone Lunker,4,4,4,4,3,3,2,9,2,10,2,10,-1,5,-1,5,2,5
Kernbruch ¦ Ursache HandlingSchaden ¦ Normabweichung,2,2,17,-1,-1,-1,7,4,1,4,19,16,-1,7,-1,9,-1,3
Qualitätsabweichung Sandbindermangel Kaltlauf Raueit Ra Verdacht Formüberhitzung,0,2,2,-1,-1,-1,7,7,1,7,19,7,-1,17,-1,14,2,12
Bearbeitungsfehler HandlingSchaden Sandbindermangel Teil Wärmenachbehandlung eingeleitet,7,8,8,7,-1,-1,1,7,11,13,11,13,-1,21,-1,11,2,9
Spektralanalyse zeigt MgMangel ¦ Charge,9,9,9,12,8,8,6,9,6,9,6,9,0,13,0,6,0,6
Legierungsabweichung Cu Kaltlauf vs Soll Sandbindermangel Chargenanalyse C Si,6,1,1,-1,-1,-1,4,5,4,14,4,14,1,16,1,13,1,11
Bearbeitungsfehler Sandbindermangel Kaltlauf Teil Chargenanalyse C Si,3,1,1,-1,-1,-1,2,7,11,13,17,13,-1,21,-1,11,-1,9
Kaltlauf an Radträger Charge,2,2,15,0,0,0,1,1,8,1,11,1,14,15,9,7,2,7
Legierungsabweichung Mg Lunker vs Soll Sandausbruch Nacharbeit gemäß,6,6,19,-1,-1,-1,9,5,12,14,12,14,1,16,1,13,1,11
Kernbruch Ursache Sandbindermangel,2,2,17,11,9,9,3,4,3,4,3,18,-1,7,-1,9,-1,3
Legierungsabweichung Ti Sandbindermangel vs Soll Sandausbruch Normabweichung Kernreparatur läuft,6,6,19,9,6,6,9,5,12,14,0,14,1,16,1,13,1,11
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,7,7,7,14,10,10,8,6,8,6,8,6,8,9,4,10,2,8
Härteprüfung Kaltlauf Lunker vs Lunker Gießparameter optimiert,8,14,14,-1,-1,-1,9,8,9,8,12,8,1,19,1,16,1,14
Härteprüfung Sandausbruch Kernschale Verschleiß vs Lunker,8,14,14,6,5,5,0,8,10,8,16,8,-1,19,-1,16,-1,14
Dichtheitsprüfung Fehler Kaltlauf mbarmin vs max HandlingSchaden Prüfbericht,1,13,13,3,1,1,4,3,4,3,4,3,1,2,1,2,1,2
Lunker an Radträger Charge nicht konform Nacharbeit gemäß,0,2,15,-1,-1,-1,1,1,8,1,1,1,12,15,7,7,2,7
Legierungsabweichung Cu Sandausbruch vs Soll Kaltlauf ¦ Normabweichung Nacharbeit gemäß,6,6,19,-1,-1,-1,9,5,12,14,10,14,1,16,1,13,1,11
Kernbruch Ursache Sandbindermangel Normabweichung Schleifnacharbeit notwendig,2,2,17,-1,-1,-1,3,4,13,4,13,16,-1,7,2,9,3,3
Bearbeitungsfehler Sandbindermangel Sandbindermangel Teil Prüfbericht Nacharbeit gemäß,7,8,18,2,1,1,1,7,8,13,1,13,12,21,7,11,2,9
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Lunker Gießparameter optimiert,1,13,13,3,1,1,4,3,4,3,9,3,1,2,1,2,1,2
Röntgenprüfung zeigt Kokillenriss in Zone HandlingSchaden Prüfbericht,4,4,4,4,3,3,2,9,2,10,5,10,13,5,8,5,2,5
Kernbruch Ursache Kernschale Verschleiß Wärmenachbehandlung eingeleitet,2,2,17,-1,-1,-1,3,4,13,4,13,18,-1,7,-1,9,-1,3
Spektralanalyse zeigt SiMangel Charge Chargenanalyse C Si,9,9,9,-1,-1,-1,6,9,6,9,6,17,0,13,0,6,0,6
Röntgenprüfung zeigt Sandausbruch in Zone Kaltlauf Normabweichung Gießparameter optimiert,4,4,4,4,3,3,2,9,11,10,17,10,-1,5,-1,5,2,5
Qualitätsabweichung HandlingSchaden Lunker Raueit Ra Verdacht Legierungsdrift Kernreparatur läuft,0,2,2,-1,-1,-1,7,7,1,7,19,7,-1,17,-1,14,2,12
Schmelzofen Holding Furnace TempAbweichung °C,5,5,5,1,2,2,5,2,5,2,15,2,9,1,5,1,2,1
Spektralanalyse zeigt MgMangel Charge,9,9,9,12,8,8,6,9,6,9,6,9,0,13,0,6,0,6
Sandausbruch an Radträger Charge,2,2,15,-1,-1,-1,8,1,8,1,8,1,14,15,9,7,2,7
Spektralanalyse zeigt MgMangel Charge Kernreparatur läuft,9,9,9,12,8,8,6,9,2,9,2,17,11,13,6,6,2,6
Sandfeuchte Sandbindermangel außerhalb Toleranz Schleifnacharbeit notwendig,7,11,11,15,11,11,1,8,7,11,1,11,12,3,7,3,2,4
Legierungsabweichung Si Lunker vs Soll Sandbindermangel Verdacht Sandfeuchteabweichung Wärmenachbehandlung eingeleitet,6,6,6,-1,-1,-1,4,5,12,14,12,14,1,16,1,13,1,11
Maßabweichung Kaltlauf Lunkermm vs HandlingSchaden±Kernschale Verschleißmm Verdacht Sandfeuchteabweichung Gießparameter optimiert,8,12,12,-1,-1,-1,9,5,0,5,0,15,1,-1,1,17,1,15
Röntgenprüfung zeigt Kaltlauf in Zone Kaltlauf,4,4,4,4,3,3,2,9,2,10,5,10,13,5,8,5,2,5
Kaltlauf an Getriebegehäuse Charge Verdacht Legierungsdrift,6,2,6,-1,-1,-1,1,7,7,7,1,7,12,9,7,10,2,8
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Sandbindermangel,1,13,13,3,1,1,4,3,9,3,9,3,1,2,1,2,1,2
Spektralanalyse zeigt TiMangel Charge Verdacht Formüberhitzung,9,9,9,-1,-1,-1,2,9,2,9,5,17,-1,13,-1,6,-1,6
Legierungsabweichung Si Lunker vs Soll Lunker Kernreparatur läuft,6,6,19,-1,-1,-1,9,5,9,14,12,14,1,16,1,13,1,11
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Lunker Chargenanalyse C Si,1,13,13,3,1,1,4,3,4,3,4,3,-1,2,-1,2,-1,2
Oberflächenrauheit Sandausbruch außerhalb Spezifikation,7,7,7,14,10,10,8,6,8,6,14,6,-1,9,-1,10,2,8
Oberflächenrauheit Kaltlauf außerhalb Spezifikation Chargenanalyse C Si Wärmenachbehandlung eingeleitet,3,1,3,-1,-1,-1,2,7,5,13,5,13,-1,20,-1,11,2,9
Ausschuss Oberflächenfehler an Zylinderkopf Ursache Kernschale Verschleiß Schleifnacharbeit notwendig,2,10,10,-1,-1,-1,3,4,13,4,13,4,6,7,2,9,3,3
Kernbruch Ursache Sandbindermangel,2,2,17,11,9,9,3,4,3,4,3,18,-1,7,-1,9,-1,3
Kaltlauf an Zylinderkopf Charge Verdacht Legierungsdrift Schleifnacharbeit notwendig,6,2,6,-1,-1,-1,1,7,11,7,11,7,12,-1,7,-1,2,-1
Maßabweichung HandlingSchaden Sandbindermangelmm vs Lunker±Kaltlaufmm Verdacht Legierungsdrift Gießparameter optimiert,6,12,6,-1,-1,-1,9,5,9,5,9,15,1,-1,1,17,1,15
Kernbruch Ursache HandlingSchaden Normabweichung Schleifnacharbeit notwendig,2,2,17,-1,-1,-1,3,4,3,4,3,16,4,7,2,9,3,3
Formdruckabweichung Sandbindermangel vs Lunker Form nicht konform Gießparameter optimiert,0,0,16,5,4,4,9,0,9,0,12,0,1,11,1,12,1,10
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Kaltlauf,1,13,13,3,1,1,4,3,4,3,9,3,1,2,1,2,1,2
Bearbeitungsfehler Kernschale Verschleiß Sandausbruch Teil Normabweichung,7,8,18,-1,-1,-1,7,7,1,13,19,13,-1,21,-1,11,2,9
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Normabweichung Wärmenachbehandlung eingeleitet,7,7,7,-1,-1,-1,5,6,11,6,11,6,14,9,9,10,2,8
Sandfeuchte Sandausbruch außerhalb Toleranz,7,11,11,15,11,11,7,8,1,11,19,11,12,3,7,3,2,4
Formdruckabweichung Lunker vs Sandbindermangel ¦ Form,0,0,16,5,4,4,9,0,0,0,0,0,1,11,1,12,1,10
Spektralanalyse zeigt SiMangel Charge Prüfbericht Schleifnacharbeit notwendig,9,9,9,-1,-1,-1,2,9,2,9,2,17,-1,13,-1,6,2,6
Sandausbruch an Radträger Charge Kernreparatur läuft,2,2,15,0,0,0,8,1,8,1,8,1,-1,15,2,7,3,7
Qualitätsabweichung Sandbindermangel Lunker Dickenmaß Schleifnacharbeit notwendig,0,14,0,-1,-1,-1,9,7,12,7,12,7,-1,18,-1,15,-1,13
Maßabweichung Lunker Sandbindermangelmm vs Sandausbruch±HandlingSchadenmm,8,12,12,10,7,7,9,5,9,5,18,15,-1,25,-1,17,-1,15
Bearbeitungsfehler HandlingSchaden Sandbindermangel Teil Kernreparatur läuft,7,8,18,-1,-1,-1,7,7,1,13,19,13,-1,21,-1,11,2,9
Schmelzofen Holding Furnace TempAbweichung °C,5,5,5,1,2,2,5,2,5,2,15,2,9,1,5,1,2,1
Formversatz an Getriebegehäuse Charge Prüfbericht,0,0,15,-1,-1,-1,8,1,8,1,8,1,14,14,9,7,2,7
Röntgenprüfung zeigt Formversatz in Zone Lunker nicht konform Gießparameter optimiert,4,4,4,4,3,3,2,9,2,10,17,10,-1,5,-1,5,2,5
Maßabweichung Kaltlauf Sandausbruchmm vs Kaltlauf±Sandausbruchmm Normabweichung Schleifnacharbeit notwendig,8,12,12,-1,-1,-1,0,5,12,5,10,15,1,-1,1,17,1,15
Kaltlauf an Radträger Charge Chargenanalyse C Si,3,1,1,-1,-1,-1,2,7,5,13,5,13,-1,20,-1,11,2,9
Qualitätsabweichung HandlingSchaden Lunker Dickenmaß,0,14,0,-1,-1,-1,9,7,12,7,12,7,-1,18,-1,15,-1,13
Röntgenprüfung zeigt Kaltlauf in Zone HandlingSchaden Prüfbericht Kernreparatur läuft,4,4,4,4,3,3,5,9,11,10,11,10,14,5,9,5,2,5
Legierungsabweichung Cu Sandbindermangel vs Soll Sandausbruch Chargenanalyse C Si,6,1,1,-1,-1,-1,4,5,4,14,4,14,1,16,1,13,1,11
Qualitätsabweichung Sandausbruch HandlingSchaden Porosität,0,14,0,-1,-1,-1,7,7,7,7,7,7,12,18,7,15,2,13
Röntgenprüfung zeigt Formversatz in Zone Lunker Prüfbericht Schleifnacharbeit notwendig,4,4,4,4,3,3,2,9,5,10,5,10,-1,5,-1,5,2,5
Bearbeitungsfehler HandlingSchaden Kernschale Verschleiß Teil,7,8,18,2,1,1,7,7,1,13,19,13,-1,21,-1,11,-1,9
Härteprüfung Sandausbruch Kernschale Verschleiß vs Kernschale Verschleiß,8,14,14,6,5,5,0,8,10,8,16,8,-1,19,-1,16,-1,14
Bearbeitungsfehler Sandbindermangel Sandbindermangel Teil Wärmenachbehandlung eingeleitet,7,8,8,7,-1,-1,1,7,11,13,11,13,-1,21,-1,11,2,9
Härteprüfung Lunker Kernschale Verschleiß vs Kaltlauf,8,14,14,6,5,5,0,8,10,8,16,8,1,19,1,16,1,14
Röntgenprüfung zeigt Sandausbruch in Zone Kernschale Verschleiß Schleifnacharbeit notwendig,4,4,4,-1,-1,-1,1,9,11,10,11,10,14,5,9,5,2,5
Kernbruch Ursache HandlingSchaden Chargenanalyse C Si,3,1,17,-1,-1,-1,8,4,13,4,14,18,-1,6,2,8,3,3
Oberflächenrauheit Lunker außerhalb Spezifikation Chargenanalyse Mg Ti,3,3,7,-1,-1,-1,2,7,2,13,2,13,-1,20,-1,11,2,9
Oberflächenrauheit Sandausbruch außerhalb Spezifikation nicht konform,7,7,7,-1,-1,-1,8,6,13,6,13,6,-1,9,2,10,3,8
Legierungsabweichung Ti Sandausbruch vs Soll Sandbindermangel Verdacht Formüberhitzung Schleifnacharbeit notwendig,6,6,6,-1,-1,-1,9,5,12,14,10,14,1,16,1,13,1,11
Härteprüfung HandlingSchaden Sandbindermangel vs HandlingSchaden teilkonform Wärmenachbehandlung eingeleitet,8,14,8,7,-1,-1,9,5,12,5,12,5,1,22,1,17,1,15
Schmelzofen Schmelzofen TempAbweichung °C Chargenanalyse C Si,5,5,5,1,2,2,2,2,2,12,5,12,-1,0,-1,0,2,0
Maßabweichung Sandausbruch Kernschale Verschleißmm vs HandlingSchaden±Lunkermm Gießparameter optimiert,8,12,12,-1,-1,-1,9,5,0,5,18,15,1,-1,1,17,1,15
Formdruckabweichung Sandausbruch vs Sandbindermangel Form Normabweichung,0,0,16,5,4,4,0,0,10,0,0,0,1,11,1,12,1,10
Ausschuss Maßhaltigkeit an Getriebegehäuse Ursache Legierungsabweichung Si Normabweichung Kernreparatur läuft,2,10,10,-1,-1,-1,3,4,13,4,13,4,6,7,2,9,3,3
Formdruckabweichung Sandbindermangel vs HandlingSchaden Form Prüfbericht,0,0,16,-1,-1,-1,9,0,12,0,12,0,1,11,1,12,1,10
Legierungsabweichung Ti Lunker vs Soll Kaltlauf Schleifnacharbeit notwendig,6,6,19,-1,-1,-1,9,5,12,14,12,14,1,16,1,13,1,11
Röntgenprüfung zeigt Gasporosität in Zone Lunker Nacharbeit gemäß,4,4,4,4,3,3,2,9,2,10,5,10,13,5,8,5,2,5
Schmelzofen Schmelzofen TempAbweichung °C Verdacht Formüberhitzung Nacharbeit gemäß,5,5,5,1,2,2,8,2,8,12,8,12,8,0,4,0,2,0
Sandfeuchte Lunker außerhalb Toleranz Normabweichung,7,11,11,15,11,11,1,8,7,11,7,11,12,3,7,3,2,4
Ausschuss Funktionstest an Getriebegehäuse Ursache Legierungsabweichung Si Normabweichung,2,10,10,-1,-1,-1,8,4,13,4,13,4,-1,7,-1,9,-1,3
Ausschuss Oberflächenfehler an Zylinderkopf Ursache Kaltlauf Nacharbeit gemäß,2,10,10,-1,-1,-1,3,4,13,4,13,4,6,7,2,9,3,3
Härteprüfung Lunker HandlingSchaden vs Lunker Verdacht Sandfeuchteabweichung,8,14,6,-1,-1,-1,0,8,10,8,0,8,1,19,1,16,1,14
Qualitätsabweichung Sandausbruch HandlingSchaden Porosität Chargenanalyse C Si Gießparameter optimiert,3,1,1,-1,-1,-1,2,7,2,7,17,7,-1,-1,-1,11,2,9
Sandfeuchte Kaltlauf außerhalb Toleranz konform Gießparameter optimiert,7,11,11,-1,-1,-1,1,8,7,11,7,11,12,3,7,3,2,4
Legierungsabweichung Si Sandausbruch vs Soll Kernschale Verschleiß Schleifnacharbeit notwendig,6,6,19,9,6,6,0,5,10,14,10,14,1,16,1,13,1,11
Legierungsabweichung Ti Kernschale Verschleiß vs Soll Kaltlauf Kernreparatur läuft,6,6,19,9,6,6,0,5,10,14,10,14,1,16,1,13,1,11
Qualitätsabweichung Lunker Sandbindermangel Dickenmaß,0,14,0,-1,-1,-1,9,7,12,7,12,7,1,18,1,15,1,13
Bearbeitungsfehler Sandbindermangel Lunker Teil Prüfbericht,7,8,18,-1,-1,-1,1,7,11,13,11,13,-1,21,-1,11,-1,9
Schmelzofen Schmelzofen TempAbweichung °C Verdacht Sandfeuchteabweichung Gießparameter optimiert,5,5,5,1,2,2,5,2,5,12,5,12,13,0,8,0,2,0
Röntgenprüfung zeigt Gasporosität in Zone Kernschale Verschleiß Verdacht Legierungsdrift,4,4,4,-1,-1,-1,5,9,11,10,11,10,14,5,9,5,2,5
Legierungsabweichung Si Kernschale Verschleiß vs Soll Sandbindermangel Prüfbericht Gießparameter optimiert,6,6,19,-1,-1,-1,4,5,9,14,9,14,1,16,1,13,1,11
Röntgenprüfung zeigt Sandausbruch in Zone Lunker Nacharbeit gemäß,4,4,4,4,3,3,5,9,11,10,11,10,14,5,9,5,2,5
Sandfeuchte HandlingSchaden außerhalb Toleranz Schleifnacharbeit notwendig,7,11,11,15,11,11,7,8,1,11,1,11,12,3,7,3,2,4
Härteprüfung Sandbindermangel Lunker vs Kaltlauf,8,14,14,6,5,5,9,8,0,8,18,8,1,19,1,16,1,14
Röntgenprüfung zeigt Kokillenriss in Zone HandlingSchaden Wärmenachbehandlung eingeleitet,4,4,4,4,3,3,2,9,2,10,5,10,11,5,6,5,2,5
Kaltlauf an Getriebegehäuse Charge Prüfbericht,4,10,15,-1,-1,-1,5,1,8,1,8,1,14,14,9,7,2,7
Spektralanalyse zeigt TiMangel Charge Gießparameter optimiert,9,9,9,12,8,8,6,9,6,9,6,17,0,13,0,6,0,6
Spektralanalyse zeigt TiMangel Charge nicht konform,9,9,9,12,8,8,6,9,2,9,2,17,11,13,6,6,2,6
Kernbruch Ursache HandlingSchaden Nacharbeit gemäß,2,10,17,13,8,8,3,4,3,4,3,4,-1,7,2,9,3,3
Sandausbruch an Zylinderkopf Charge teilkonform Kernreparatur läuft,4,4,15,0,0,0,5,1,11,1,11,19,14,8,9,7,2,7
Sandausbruch an Zylinderkopf Charge konform,4,4,15,-1,-1,-1,5,1,11,1,11,19,14,8,9,7,2,7
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Kernschale Verschleiß Normabweichung,1,13,13,3,1,1,9,3,9,3,12,3,1,2,1,2,1,2
Lunker an Zylinderkopf Charge,4,4,15,0,0,0,2,1,2,1,17,19,-1,8,-1,7,2,7
Schmelzofen Schmelzofen TempAbweichung °C Chargenanalyse Mg Ti,5,3,5,1,2,2,2,2,2,12,2,12,11,0,6,0,2,0
Maßabweichung HandlingSchaden Sandbindermangelmm vs Kaltlauf±Sandbindermangelmm teilkonform Kernreparatur läuft,8,12,12,-1,-1,-1,9,5,0,5,18,15,1,24,1,17,1,15
Sandfeuchte HandlingSchaden außerhalb Toleranz,7,11,11,15,11,11,7,8,7,11,7,11,12,3,7,3,2,4
Qualitätsabweichung Lunker Kernschale Verschleiß Raueit Ra,0,2,2,8,-1,-1,7,7,1,7,19,7,-1,17,-1,14,2,12
Bearbeitungsfehler Kernschale Verschleiß Lunker Teil Chargenanalyse C Si,3,1,1,-1,-1,-1,1,7,11,13,11,13,-1,21,-1,11,-1,9
Maßabweichung Sandausbruch Lunkermm vs Lunker±Sandausbruchmm Kernreparatur läuft,8,12,12,-1,-1,-1,0,5,0,5,0,15,1,-1,1,17,1,15
Kernbruch Ursache HandlingSchaden Normabweichung Kernreparatur läuft,2,2,17,-1,-1,-1,3,4,3,4,3,16,4,7,2,9,3,3
Sandfeuchte Lunker außerhalb Toleranz teilkonform,7,11,11,15,11,11,1,8,7,11,7,11,12,3,7,3,2,4
Spektralanalyse zeigt SiMangel ¦ Charge Kernreparatur läuft,9,9,9,-1,-1,-1,2,9,2,9,2,17,11,13,6,6,2,6
Formdruckabweichung Sandausbruch vs Sandbindermangel Form,0,0,16,5,4,4,0,0,0,0,0,0,1,11,1,12,1,10
Ausschuss Maßhaltigkeit an Getriebegehäuse Ursache Legierungsabweichung Si konform,2,10,10,-1,-1,-1,3,4,13,4,13,4,-1,7,-1,9,-1,3
Kernbruch Ursache HandlingSchaden Normabweichung Nacharbeit gemäß,2,2,17,-1,-1,-1,3,4,3,4,13,16,4,7,2,9,3,3
Qualitätsabweichung Lunker Lunker Dickenmaß Chargenanalyse Mg Ti,3,3,0,-1,-1,-1,2,7,2,7,17,7,-1,-1,-1,11,-1,9
Sandfeuchte HandlingSchaden außerhalb Toleranz Normabweichung,7,11,11,15,11,11,7,8,7,11,1,11,12,3,7,3,2,4
Bearbeitungsfehler Kernschale Verschleiß Sandausbruch Teil konform Kernreparatur läuft,7,8,18,-1,-1,-1,7,7,1,13,19,13,-1,21,-1,11,-1,9
Qualitätsabweichung Sandausbruch Lunker Dickenmaß,0,14,0,-1,-1,-1,9,7,12,7,10,7,1,18,1,15,1,13
Formdruckabweichung Lunker vs Kaltlauf Form Normabweichung,0,0,16,5,4,4,9,0,0,0,0,0,1,11,1,12,1,10
Kokillenriss an Zylinderkopf Charge,4,4,15,0,0,0,2,1,11,1,17,19,14,8,9,7,2,7
Härteprüfung Lunker Sandausbruch vs Kaltlauf,8,14,14,6,5,5,0,8,0,8,16,8,1,19,1,16,1,14
Schmelzofen Schmelzofen TempAbweichung °C Chargenanalyse Mg Ti Schleifnacharbeit notwendig,5,3,5,1,2,2,2,2,2,12,5,12,13,0,8,0,2,0
Kaltlauf an Radträger Charge Normabweichung,2,2,15,0,0,0,5,1,8,1,11,1,14,15,9,7,2,7
Legierungsabweichung Si HandlingSchaden vs Soll Sandausbruch,6,6,19,9,6,6,9,5,9,14,9,14,1,16,1,13,1,11
Bearbeitungsfehler Lunker Sandbindermangel Teil Nacharbeit gemäß,7,8,18,-1,-1,-1,7,7,7,13,7,13,12,21,7,11,2,9
Härteprüfung HandlingSchaden Kaltlauf vs Lunker nicht konform Kernreparatur läuft,8,14,14,-1,-1,-1,0,8,10,8,16,8,1,19,1,16,1,14
Qualitätsabweichung Kernschale Verschleiß Sandbindermangel Porosität Verdacht Sandfeuchteabweichung Wärmenachbehandlung eingeleitet,0,2,8,-1,-1,-1,1,7,7,7,1,7,12,18,7,15,2,13
Formversatz an Getriebegehäuse ¦ Charge Gießparameter optimiert,0,0,15,-1,-1,-1,1,1,11,1,11,1,14,14,9,7,2,7
Oberflächenrauheit Kaltlauf außerhalb Spezifikation Normabweichung,7,7,7,14,10,10,8,6,8,6,8,6,-1,9,-1,10,2,8
Maßabweichung Sandbindermangel Lunkermm vs Sandbindermangel±Sandbindermangelmm,8,12,12,10,7,7,4,5,9,5,9,15,-1,25,-1,17,-1,15
Spektralanalyse zeigt CuMangel Charge,9,9,9,12,8,8,6,9,6,9,6,17,0,12,0,6,0,6
Spektralanalyse zeigt SiMangel Charge,9,9,9,12,8,8,6,9,6,9,6,17,0,13,0,6,0,6
Legierungsabweichung Cu Sandbindermangel vs Soll Sandausbruch Verdacht Formüberhitzung,6,6,6,-1,-1,-1,0,5,12,14,10,14,1,16,1,13,1,11
Röntgenprüfung zeigt Formversatz in Zone HandlingSchaden konform Wärmenachbehandlung eingeleitet,4,4,4,4,3,3,2,9,2,10,5,10,-1,5,-1,5,2,5
Spektralanalyse zeigt TiMangel Charge Chargenanalyse Mg Ti,9,9,9,12,8,8,6,9,6,9,6,17,0,13,0,6,0,6
Bearbeitungsfehler Lunker HandlingSchaden Teil Normabweichung,7,8,18,-1,-1,-1,1,7,7,13,7,13,12,21,7,11,2,9
Formdruckabweichung Lunker vs Sandbindermangel Form Kernreparatur läuft,0,0,16,5,4,4,0,0,0,0,0,0,1,11,1,12,1,10
Ausschuss Maßhaltigkeit an Zylinderkopf Ursache Sandfeuchte zu hoch ≥ Verdacht Formüberhitzung Kernreparatur läuft,2,10,10,-1,-1,-1,3,4,13,4,13,4,6,7,2,9,3,3
