text,kmeans_3_direct,kmeans_5_direct,kmeans_7_direct,hdbscan_10_direct,hdbscan_15_direct,hdbscan_20_direct,kmeans_3_pca,kmeans_3_umap,kmeans_5_pca,kmeans_5_umap,kmeans_7_pca,kmeans_7_umap,hdbscan_10_pca,hdbscan_10_umap,hdbscan_15_pca,hdbscan_15_umap,hdbscan_20_pca,hdbscan_20_umap
Maßabweichung Kaltlauf Sandbindermangelmm vs Sandausbruch±HandlingSchadenmm Chargenanalyse C Si,1,1,5,18,14,4,1,0,1,0,5,6,2,40,1,34,1,27
Ausschuss Materialfehler an Getriebegehäuse Ursache HandlingSchaden Kernreparatur läuft,0,0,0,16,12,8,0,0,0,0,2,3,-1,17,-1,16,-1,13
Kokillenriss an Zylinderkopf Charge,1,1,1,1,2,2,1,1,1,3,1,3,14,16,5,14,2,11
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Prüfbericht Nacharbeit gemäß,0,0,0,-1,41,27,0,0,2,0,2,0,-1,75,-1,60,-1,37
Spektralanalyse zeigt MgMangel Charge Chargenanalyse C Si Wärmenachbehandlung eingeleitet,1,1,5,18,14,4,1,0,1,0,5,6,-1,50,-1,35,-1,28
Qualitätsabweichung Sandausbruch Sandbindermangel Dickenmaß Schleifnacharbeit notwendig,0,0,0,53,39,25,0,0,0,0,0,0,64,61,-1,50,24,39
Härteprüfung Sandbindermangel Sandbindermangel vs Sandbindermangel,0,3,3,-1,-1,-1,0,0,4,1,4,5,34,114,-1,83,-1,47
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Sandbindermangel Prüfbericht Wärmenachbehandlung eingeleitet,2,4,6,27,-1,-1,2,0,2,0,6,6,-1,33,-1,27,-1,-1
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,2,0,6,44,32,19,2,2,2,2,6,2,25,5,12,5,8,5
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max Kaltlauf Verdacht Legierungsdrift,0,4,4,31,24,15,0,1,4,1,0,1,47,-1,25,28,18,23
Kernbruch Ursache Kernschale Verschleiß Normabweichung,0,0,0,-1,-1,-1,0,0,0,1,0,0,-1,91,-1,70,-1,52
Gasporosität an Zylinderkopf Charge Chargenanalyse C Si Gießparameter optimiert,1,1,5,-1,-1,4,1,0,1,0,5,6,2,-1,1,35,1,28
Spektralanalyse zeigt SiMangel Charge Prüfbericht,1,1,1,15,11,5,1,1,1,3,1,3,-1,13,-1,12,2,4
Maßabweichung Lunker Sandausbruchmm vs Lunker±Lunkermm Wärmenachbehandlung eingeleitet,0,3,3,-1,-1,-1,0,0,0,1,2,5,51,66,28,53,20,43
Sandfeuchte Lunker außerhalb Toleranz,0,0,0,60,42,-1,0,2,0,2,2,5,52,47,29,41,20,31
Röntgenprüfung zeigt Sandausbruch in Zone Kaltlauf Verdacht Sandfeuchteabweichung,2,2,2,35,27,17,2,1,2,3,2,1,38,72,18,57,12,44
Kernbruch Ursache HandlingSchaden Verdacht Formüberhitzung Schleifnacharbeit notwendig,0,0,0,-1,-1,-1,0,2,0,2,0,2,44,22,23,18,16,15
Kernbruch Ursache HandlingSchaden Schleifnacharbeit notwendig,0,0,0,50,36,22,0,2,0,2,0,2,72,22,37,18,24,15
Ausschuss Funktionstest an Radträger Ursache Kernschale Verschleiß,0,0,0,-1,-1,-1,0,0,0,0,2,0,-1,87,-1,49,-1,38
Sandfeuchte Sandbindermangel außerhalb Toleranz,0,0,0,62,43,28,0,0,0,1,0,5,69,55,41,45,24,34
Schmelzofen Schmelzofen TempAbweichung °C Gießparameter optimiert,2,2,6,-1,0,0,2,2,3,4,3,4,9,8,-1,8,-1,8
Kaltlauf an Radträger Charge,1,1,1,-1,-1,-1,1,1,1,3,1,3,-1,26,-1,23,2,21
Bearbeitungsfehler HandlingSchaden HandlingSchaden Teil Chargenanalyse Mg Ti,1,1,5,17,13,4,1,0,1,0,5,6,2,82,1,63,1,48
Legierungsabweichung Si Sandbindermangel vs Soll Sandausbruch Normabweichung,0,3,3,48,34,20,0,0,4,1,4,5,-1,90,-1,69,-1,35
Legierungsabweichung Ti HandlingSchaden vs Soll Sandbindermangel Verdacht Sandfeuchteabweichung,0,3,3,47,34,20,0,0,4,1,4,5,62,58,35,48,28,35
Spektralanalyse zeigt SiMangel Charge nicht konform Nacharbeit gemäß,1,1,1,-1,-1,5,1,1,1,3,1,3,14,25,5,13,2,4
Bearbeitungsfehler HandlingSchaden Kaltlauf Teil Wärmenachbehandlung eingeleitet,2,2,6,-1,-1,-1,2,1,3,1,3,1,13,7,4,7,4,7
Bearbeitungsfehler Lunker Kaltlauf Teil Schleifnacharbeit notwendig,0,0,0,24,19,11,2,0,2,0,2,0,32,35,16,31,11,26
Spektralanalyse zeigt MgMangel Charge Chargenanalyse C Si Wärmenachbehandlung eingeleitet,1,1,5,18,14,4,1,0,1,0,5,6,-1,50,-1,35,-1,28
Sandfeuchte HandlingSchaden außerhalb Toleranz Normabweichung Kernreparatur läuft,0,0,0,52,38,24,0,0,4,1,0,0,48,101,26,76,19,53
Oberflächenrauheit Sandausbruch außerhalb Spezifikation Prüfbericht Wärmenachbehandlung eingeleitet,2,2,6,34,26,16,2,1,3,1,3,1,-1,7,4,7,4,7
Schmelzofen Schmelzofen TempAbweichung °C Normabweichung,2,2,6,-1,0,0,2,2,3,4,3,4,17,9,6,9,5,9
Härteprüfung Kernschale Verschleiß Lunker vs Kernschale Verschleiß Prüfbericht,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,112,-1,-1,-1,47
Röntgenprüfung zeigt Kokillenriss in Zone HandlingSchaden Chargenanalyse Mg Ti,1,1,5,-1,-1,4,1,0,1,0,5,6,-1,82,1,63,1,48
Oberflächenrauheit Lunker außerhalb Spezifikation Wärmenachbehandlung eingeleitet,2,2,6,34,26,16,2,1,3,1,3,1,-1,7,-1,7,-1,7
Qualitätsabweichung Sandausbruch Sandbindermangel Porosität,0,0,0,-1,-1,-1,0,0,0,0,0,0,60,97,-1,73,24,56
Sandfeuchte Sandausbruch außerhalb Toleranz Gießparameter optimiert,0,4,4,37,21,13,0,1,0,3,2,3,52,36,29,15,20,12
Maßabweichung Lunker Lunkermm vs Sandausbruch±Kernschale Verschleißmm Schleifnacharbeit notwendig,0,3,3,51,37,23,0,0,4,1,4,5,70,111,42,66,28,51
Legierungsabweichung Mg HandlingSchaden vs Soll Sandbindermangel ¦ teilkonform Schleifnacharbeit notwendig,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,68,-1,54,-1,35
Röntgenprüfung zeigt Formversatz in Zone Kaltlauf Kernreparatur läuft,2,2,2,28,-1,-1,2,1,2,3,6,1,-1,71,-1,56,-1,41
Legierungsabweichung Si Kaltlauf vs Soll Sandbindermangel Schleifnacharbeit notwendig,0,3,3,-1,-1,-1,0,0,4,1,4,5,76,90,44,69,28,35
Qualitätsabweichung HandlingSchaden Lunker Raueit Ra Verdacht Legierungsdrift Kernreparatur läuft,0,0,0,-1,-1,-1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Wärmenachbehandlung eingeleitet,2,2,6,34,26,16,2,1,3,1,3,1,-1,7,4,7,4,7
Bearbeitungsfehler Sandausbruch HandlingSchaden Teil,0,0,0,55,40,26,0,0,0,0,2,0,51,60,28,46,20,36
Legierungsabweichung Ti Sandausbruch vs Soll Kernschale Verschleiß Wärmenachbehandlung eingeleitet,0,3,3,-1,-1,-1,0,0,0,1,2,5,-1,66,-1,53,-1,43
Legierungsabweichung Cu Lunker vs Soll HandlingSchaden,0,3,3,46,33,-1,0,0,4,1,4,5,-1,68,-1,54,-1,35
Ausschuss Materialfehler an Radträger Ursache Sandfeuchte zu hoch ≥ nicht konform Wärmenachbehandlung eingeleitet,2,2,6,-1,-1,-1,2,0,2,0,6,3,-1,17,-1,16,-1,13
Schmelzofen Schmelzofen TempAbweichung °C Chargenanalyse Mg Ti Schleifnacharbeit notwendig,1,1,5,10,6,4,1,0,1,0,1,6,1,31,1,25,1,20
Kaltlauf an Getriebegehäuse Charge Chargenanalyse Mg Ti Nacharbeit gemäß,1,1,5,17,13,4,1,0,1,0,5,6,2,76,1,-1,1,-1
Maßabweichung Kaltlauf Sandausbruchmm vs Lunker±Kaltlaufmm nicht konform,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,111,-1,66,-1,51
Qualitätsabweichung Sandausbruch Kaltlauf Dickenmaß Verdacht Formüberhitzung,0,0,0,-1,-1,-1,0,0,0,0,0,0,63,61,36,50,24,39
Kernbruch Ursache Sandbindermangel Chargenanalyse Mg Ti,1,1,5,17,13,4,1,0,1,0,5,6,2,82,1,63,1,48
Maßabweichung Lunker Kaltlaufmm vs Lunker±Sandausbruchmm,0,3,3,-1,-1,-1,0,0,0,1,0,5,-1,110,-1,66,-1,51
Legierungsabweichung Si HandlingSchaden vs Soll Kernschale Verschleiß Chargenanalyse Mg Ti Schleifnacharbeit notwendig,1,1,5,-1,-1,4,1,0,1,0,5,6,2,-1,1,-1,1,-1
Röntgenprüfung zeigt Gasporosität in Zone Kernschale Verschleiß Verdacht Legierungsdrift,2,2,2,22,17,10,2,1,2,3,6,1,-1,44,12,38,8,32
Oberflächenrauheit Lunker außerhalb Spezifikation Chargenanalyse Mg Ti,1,1,5,17,13,4,1,0,1,0,5,6,2,82,1,63,1,48
Maßabweichung Sandbindermangel Sandbindermangelmm vs Kaltlauf±Sandbindermangelmm,0,3,3,51,37,23,0,0,4,1,4,5,74,108,43,66,28,51
Bearbeitungsfehler Sandausbruch Sandausbruch Teil Normabweichung,0,0,0,52,38,24,0,0,0,1,0,0,36,100,-1,75,-1,53
Kernbruch Ursache HandlingSchaden Normabweichung,0,0,0,52,38,24,0,0,4,1,0,0,44,91,23,70,16,52
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max HandlingSchaden Chargenanalyse Mg Ti,1,1,5,17,13,4,1,0,1,0,5,6,2,34,1,30,1,25
Dichtheitsprüfung Fehler Kaltlauf mbarmin vs max Sandausbruch Nacharbeit gemäß,0,4,4,31,24,15,0,1,0,1,0,1,-1,69,37,28,24,23
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max HandlingSchaden Verdacht Legierungsdrift Gießparameter optimiert,0,4,4,29,22,-1,0,2,0,2,0,2,-1,23,37,21,24,16
Qualitätsabweichung Kernschale Verschleiß Sandausbruch Dickenmaß Kernreparatur läuft,0,0,0,53,39,25,0,0,0,0,0,0,-1,61,-1,50,-1,39
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Sandausbruch Schleifnacharbeit notwendig,0,4,4,30,23,14,0,1,0,1,0,1,-1,19,-1,19,-1,17
Kaltlauf an Getriebegehäuse Charge,1,1,1,1,2,2,1,1,1,3,1,3,4,27,-1,24,2,22
Maßabweichung Sandbindermangel Kaltlaufmm vs HandlingSchaden±Lunkermm Nacharbeit gemäß,0,3,3,51,37,23,0,0,4,1,4,5,-1,107,-1,80,-1,60
Ausschuss Funktionstest an Zylinderkopf Ursache Sandausbruch Kernreparatur läuft,0,0,0,-1,-1,-1,0,0,2,0,2,0,-1,95,-1,49,-1,38
Härteprüfung HandlingSchaden Lunker vs Lunker Gießparameter optimiert,0,4,4,-1,-1,-1,0,1,0,3,0,3,-1,39,-1,33,-1,19
Legierungsabweichung Si Sandausbruch vs Soll Sandbindermangel teilkonform,0,3,3,48,34,20,0,0,4,1,4,5,59,90,34,69,27,35
Formdruckabweichung Lunker vs Sandbindermangel Form,0,3,3,41,30,18,0,0,4,1,4,5,76,93,44,71,28,54
Formdruckabweichung HandlingSchaden vs Kernschale Verschleiß Form Wärmenachbehandlung eingeleitet,0,3,3,-1,-1,-1,0,0,0,1,0,5,-1,-1,-1,-1,24,-1
Lunker an Zylinderkopf Charge,1,1,1,1,2,2,1,1,1,3,1,3,14,16,5,14,2,11
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Chargenanalyse Mg Ti Kernreparatur läuft,1,1,5,17,13,4,1,0,1,0,5,6,2,82,1,63,1,48
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max Sandbindermangel Wärmenachbehandlung eingeleitet,2,4,4,27,-1,-1,2,0,2,0,2,6,38,33,18,27,12,-1
Qualitätsabweichung Kaltlauf Sandausbruch Raueit Ra Wärmenachbehandlung eingeleitet,2,2,6,34,26,16,2,1,2,1,6,1,13,7,4,7,4,7
Schmelzofen Schmelzofen TempAbweichung °C,2,2,6,7,0,0,2,2,3,4,3,4,20,9,8,9,7,9
Maßabweichung Kaltlauf Sandausbruchmm vs Sandbindermangel±Sandbindermangelmm,0,3,3,51,37,23,0,0,4,1,4,5,-1,108,-1,66,-1,51
Spektralanalyse zeigt CuMangel ¦ Charge,1,1,1,-1,-1,5,1,1,1,3,1,1,-1,11,-1,10,2,10
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max HandlingSchaden Verdacht Formüberhitzung,0,4,4,30,23,14,0,1,0,1,0,1,71,19,37,19,24,17
Bearbeitungsfehler Sandausbruch Lunker Teil,0,0,0,54,40,26,0,0,2,0,2,0,-1,53,-1,36,-1,30
Formversatz an Zylinderkopf Charge Normabweichung Wärmenachbehandlung eingeleitet,1,1,1,3,4,3,1,1,1,3,1,3,0,14,0,6,0,6
Kernbruch Ursache HandlingSchaden Chargenanalyse Mg Ti Kernreparatur läuft,1,1,5,17,13,4,1,0,1,0,5,6,2,82,1,63,1,48
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Kaltlauf Normabweichung Wärmenachbehandlung eingeleitet,2,4,6,-1,-1,-1,2,0,2,0,6,6,-1,33,-1,27,-1,-1
Röntgenprüfung zeigt Kaltlauf in Zone Lunker Prüfbericht Gießparameter optimiert,2,2,2,20,16,9,2,1,2,3,6,1,-1,63,-1,52,-1,42
Sandfeuchte Sandausbruch außerhalb Toleranz Chargenanalyse C Si Nacharbeit gemäß,1,1,5,18,14,4,1,0,1,0,5,6,2,79,1,35,1,28
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,2,0,6,44,32,19,2,2,2,2,6,2,25,5,12,5,8,5
Dichtheitsprüfung Fehler Lunker mbarmin vs max Sandbindermangel Gießparameter optimiert,0,4,4,29,22,-1,0,2,0,2,0,2,31,23,15,21,10,16
Oberflächenrauheit Lunker außerhalb Spezifikation Gießparameter optimiert,2,4,4,-1,21,13,2,1,2,3,6,3,-1,-1,-1,15,-1,12
Röntgenprüfung zeigt Kaltlauf in Zone HandlingSchaden Wärmenachbehandlung eingeleitet,2,2,2,-1,-1,-1,2,1,3,3,3,1,10,57,2,47,3,-1
Schmelzofen Schmelzofen TempAbweichung °C,2,2,6,7,0,0,2,2,3,4,3,4,20,9,8,9,7,9
Formdruckabweichung HandlingSchaden vs Sandbindermangel Form Verdacht Sandfeuchteabweichung,0,3,3,40,29,18,0,0,4,1,4,5,-1,77,-1,61,-1,46
Härteprüfung Kernschale Verschleiß Kernschale Verschleiß vs HandlingSchaden Verdacht Legierungsdrift Schleifnacharbeit notwendig,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,109,-1,81,-1,47
Maßabweichung Kaltlauf Sandausbruchmm vs Lunker±Kernschale Verschleißmm,0,3,3,51,37,23,0,0,4,1,4,5,70,111,42,66,28,51
Röntgenprüfung zeigt Kaltlauf in Zone Sandbindermangel Prüfbericht,2,2,2,35,27,17,2,1,2,3,6,1,-1,73,-1,58,-1,45
Ausschuss Funktionstest an Getriebegehäuse Ursache Sandausbruch,0,0,0,19,15,-1,2,0,2,0,2,0,-1,87,-1,49,-1,38
Legierungsabweichung Mg HandlingSchaden vs Soll Kernschale Verschleiß,0,3,3,46,33,-1,0,0,4,1,4,5,-1,68,-1,54,-1,35
Spektralanalyse zeigt TiMangel Charge,1,1,1,14,10,5,1,1,1,3,1,3,5,4,-1,4,2,3
Spektralanalyse zeigt MgMangel Charge Prüfbericht,1,1,1,12,8,5,1,1,1,3,1,3,-1,30,-1,13,2,4
Röntgenprüfung zeigt Kaltlauf in Zone Sandbindermangel Prüfbericht Nacharbeit gemäß,2,2,2,35,27,17,2,1,2,3,6,1,29,73,14,58,-1,45
Legierungsabweichung Mg Kaltlauf vs Soll Sandausbruch,0,3,3,48,34,20,0,0,4,1,4,5,-1,90,-1,69,-1,35
Ausschuss Materialfehler an Zylinderkopf Ursache Sandfeuchte zu hoch ≥ Normabweichung,0,0,0,16,12,8,0,0,0,0,2,3,-1,17,-1,16,-1,13
Maßabweichung Lunker Sandausbruchmm vs Sandbindermangel±Kaltlaufmm Chargenanalyse C Si,1,1,5,18,14,4,1,0,1,0,5,6,2,40,1,34,1,27
Kernbruch Ursache Sandbindermangel,0,0,0,61,44,29,0,2,0,2,0,2,43,1,22,1,15,1
Kernbruch Ursache HandlingSchaden Chargenanalyse C Si,1,1,5,18,14,4,1,0,1,0,5,6,2,79,1,35,1,28
Bearbeitungsfehler Sandausbruch Lunker ¦ Teil ¦ Normabweichung,0,0,0,-1,-1,-1,0,0,0,1,0,0,61,100,-1,75,24,53
Härteprüfung Sandausbruch Kernschale Verschleiß vs Kernschale Verschleiß teilkonform,0,3,3,-1,-1,-1,0,0,4,1,4,5,59,113,34,82,27,47
Bearbeitungsfehler Sandausbruch Lunker Teil Chargenanalyse Mg Ti Kernreparatur läuft,1,1,5,17,13,4,1,0,1,0,5,6,2,82,1,63,1,48
Kernbruch Ursache Sandbindermangel,0,0,0,61,44,29,0,2,0,2,0,2,43,1,22,1,15,1
Röntgenprüfung zeigt Gasporosität in Zone Sandbindermangel Verdacht Sandfeuchteabweichung,2,2,2,-1,-1,-1,2,1,2,3,6,1,41,73,21,58,13,45
Kernbruch Ursache Sandbindermangel,0,0,0,61,44,29,0,2,0,2,0,2,43,1,22,1,15,1
Spektralanalyse zeigt TiMangel Charge Schleifnacharbeit notwendig,1,1,1,14,10,5,1,1,1,3,1,3,-1,29,-1,13,2,4
Schmelzofen Schmelzofen TempAbweichung °C,2,2,6,7,0,0,2,2,3,4,3,4,20,9,8,9,7,9
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Kernschale Verschleiß Normabweichung,0,4,4,31,24,15,0,1,0,1,0,1,44,51,23,28,16,23
Qualitätsabweichung Kernschale Verschleiß Sandbindermangel Raueit Ra,0,0,0,53,39,25,0,0,0,0,0,0,48,104,26,74,19,57
Formdruckabweichung Kaltlauf vs Kaltlauf Form,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,-1,-1,-1,-1,-1
Kernbruch Ursache Sandbindermangel,0,0,0,61,44,29,0,2,0,2,0,2,43,1,22,1,15,1
Bearbeitungsfehler Kaltlauf Sandbindermangel Teil Prüfbericht,0,0,0,54,40,26,0,0,0,0,2,0,-1,64,-1,36,-1,30
Ausschuss Oberflächenfehler an Zylinderkopf Ursache Gießtemp zu niedrig °C °C Chargenanalyse C Si,1,1,5,-1,-1,4,1,0,1,0,5,6,2,78,1,35,1,28
Sandfeuchte HandlingSchaden außerhalb Toleranz Nacharbeit gemäß,0,0,0,42,31,-1,0,0,0,1,2,5,52,54,29,-1,20,-1
Spektralanalyse zeigt MgMangel Charge Kernreparatur läuft,1,1,1,12,8,5,1,1,1,3,1,3,-1,30,-1,13,2,4
Qualitätsabweichung Kaltlauf Sandbindermangel Dickenmaß Prüfbericht Kernreparatur läuft,0,0,0,53,39,25,0,0,0,0,0,0,48,61,26,50,19,39
Härteprüfung Lunker HandlingSchaden vs Kaltlauf Verdacht Legierungsdrift,0,3,3,-1,-1,-1,0,0,4,1,4,5,-1,109,-1,81,-1,47
Röntgenprüfung zeigt Formversatz in Zone HandlingSchaden Wärmenachbehandlung eingeleitet,2,2,2,-1,-1,-1,2,1,3,3,3,1,12,57,4,47,4,-1
Qualitätsabweichung Kaltlauf Kernschale Verschleiß Porosität Prüfbericht Wärmenachbehandlung eingeleitet,2,2,6,-1,-1,-1,2,1,2,1,6,1,23,7,-1,7,-1,7
Formdruckabweichung Sandausbruch vs Kaltlauf Form Chargenanalyse Mg Ti,1,1,5,17,13,4,1,0,1,0,5,6,2,83,1,64,1,49
Schmelzofen Holding Furnace TempAbweichung °C nicht konform Kernreparatur läuft,2,2,2,-1,1,1,2,0,3,0,3,6,-1,28,-1,-1,-1,20
Bearbeitungsfehler Kernschale Verschleiß HandlingSchaden Teil,0,0,0,26,-1,-1,0,0,0,0,2,0,-1,59,-1,46,-1,36
Schmelzofen Holding Furnace TempAbweichung °C,2,2,2,9,1,1,2,2,3,4,3,4,15,3,7,3,6,2
Spektralanalyse zeigt CuMangel Charge nicht konform,1,1,1,-1,-1,5,1,1,1,3,1,3,14,13,5,12,2,4
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Sandbindermangel Wärmenachbehandlung eingeleitet,2,4,6,27,-1,-1,2,0,2,0,6,6,41,33,21,27,13,-1
Kernbruch Ursache Sandbindermangel Verdacht Formüberhitzung,0,0,0,61,44,29,0,2,4,2,4,2,-1,1,-1,1,-1,1
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation Verdacht Sandfeuchteabweichung Nacharbeit gemäß,0,0,0,-1,32,19,0,0,0,0,2,0,51,75,28,60,20,37
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation Schleifnacharbeit notwendig,2,0,6,23,18,-1,2,0,2,0,6,0,37,88,17,67,-1,-1
Spektralanalyse zeigt TiMangel Charge Nacharbeit gemäß,1,1,1,-1,-1,5,1,1,1,3,1,3,22,4,11,4,2,3
Oberflächenrauheit Kaltlauf außerhalb Spezifikation Prüfbericht Schleifnacharbeit notwendig,2,0,6,44,32,19,2,2,2,2,6,2,-1,5,12,5,8,5
Maßabweichung HandlingSchaden Kaltlaufmm vs Kernschale Verschleiß±HandlingSchadenmm Prüfbericht,0,3,3,-1,-1,-1,0,0,4,1,4,5,70,106,42,79,28,59
Röntgenprüfung zeigt Sandausbruch in Zone Kaltlauf Chargenanalyse Mg Ti,1,1,5,-1,-1,4,1,0,1,0,5,6,-1,82,-1,63,-1,48
Härteprüfung Sandbindermangel Sandausbruch vs Kaltlauf Wärmenachbehandlung eingeleitet,2,3,6,33,25,-1,0,0,2,1,2,5,-1,66,-1,53,-1,43
Kaltlauf an Zylinderkopf Charge,1,1,1,1,2,2,1,1,1,3,1,3,-1,16,-1,14,2,11
Spektralanalyse zeigt MgMangel Charge Gießparameter optimiert,1,1,1,4,5,6,1,1,1,3,1,3,16,0,9,0,2,0
Kernbruch ¦ Ursache HandlingSchaden,0,0,0,50,36,22,0,2,0,2,0,2,35,21,-1,18,-1,15
Legierungsabweichung Mg HandlingSchaden vs Soll Kernschale Verschleiß ¦ konform,0,3,3,46,33,-1,0,0,4,1,4,5,-1,68,-1,54,-1,35
Maßabweichung Sandbindermangel HandlingSchadenmm vs Sandausbruch±Kernschale Verschleißmm Verdacht Sandfeuchteabweichung,0,3,3,51,37,23,0,0,4,1,4,5,-1,107,-1,80,-1,60
Härteprüfung HandlingSchaden Kaltlauf vs HandlingSchaden teilkonform Schleifnacharbeit notwendig,0,3,3,51,37,23,0,0,4,1,4,5,66,109,39,81,28,47
Härteprüfung Sandausbruch Kaltlauf vs Sandbindermangel Chargenanalyse Mg Ti,1,1,5,17,13,4,1,0,1,0,5,6,2,83,1,64,1,49
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation,2,0,0,56,41,27,2,0,2,0,2,0,32,75,16,60,11,37
Härteprüfung Sandbindermangel Kaltlauf vs Sandbindermangel,0,3,3,-1,-1,-1,0,0,4,1,4,5,34,114,-1,83,-1,47
Röntgenprüfung zeigt Formversatz in Zone Kaltlauf Normabweichung,2,2,2,28,-1,-1,0,1,2,3,2,1,-1,71,-1,56,-1,41
Schmelzofen Schmelzofen TempAbweichung °C Prüfbericht Wärmenachbehandlung eingeleitet,2,2,6,-1,0,0,2,1,3,3,3,3,-1,-1,-1,6,-1,6
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation,2,0,0,56,41,27,2,0,2,0,2,0,32,75,16,60,11,37
Kernbruch Ursache HandlingSchaden Wärmenachbehandlung eingeleitet,2,2,6,34,26,16,2,1,3,1,6,1,23,7,-1,7,-1,7
Schmelzofen Holding Furnace TempAbweichung °C,2,2,2,9,1,1,2,2,3,4,3,4,15,3,7,3,6,2
Kernbruch Ursache Sandbindermangel Chargenanalyse Mg Ti,1,1,5,17,13,4,1,0,1,0,5,6,2,82,1,63,1,48
Kernbruch Ursache Kernschale Verschleiß Verdacht Sandfeuchteabweichung,0,0,0,-1,-1,-1,0,2,4,2,0,2,43,1,22,1,15,1
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Normabweichung Nacharbeit gemäß,0,0,0,52,38,24,0,0,0,1,0,0,36,101,-1,76,-1,53
Spektralanalyse zeigt MgMangel Charge,1,1,1,12,8,5,1,1,1,3,1,3,7,2,-1,2,2,-1
Formdruckabweichung Sandausbruch vs Lunker Form,0,3,3,41,30,18,0,0,4,1,4,5,70,93,42,71,28,54
Kokillenriss an Getriebegehäuse Charge Wärmenachbehandlung eingeleitet,1,1,1,3,4,3,1,1,1,3,1,3,0,14,0,6,0,6
Oberflächenrauheit Lunker außerhalb Spezifikation Verdacht Legierungsdrift,0,0,0,-1,-1,-1,0,0,0,1,2,0,33,91,-1,70,-1,52
Röntgenprüfung zeigt Formversatz in Zone Lunker nicht konform Gießparameter optimiert,2,4,2,-1,-1,-1,2,1,2,3,6,1,-1,63,-1,52,-1,42
Kernbruch Ursache Kernschale Verschleiß Kernreparatur läuft,0,0,0,49,35,21,0,2,0,2,0,2,72,24,37,22,24,16
Legierungsabweichung Si Sandbindermangel vs Soll Lunker Verdacht Legierungsdrift Kernreparatur läuft,0,3,3,48,34,20,0,0,4,1,4,5,59,90,34,69,27,35
Sandfeuchte Sandausbruch außerhalb Toleranz Kernreparatur läuft,0,0,0,-1,-1,-1,0,0,0,1,0,5,61,55,-1,45,24,34
Kaltlauf an Getriebegehäuse Charge Gießparameter optimiert,1,1,1,4,5,6,1,1,1,3,1,3,-1,0,-1,0,2,0
Qualitätsabweichung Sandbindermangel Kernschale Verschleiß Raueit Ra Normabweichung,0,0,0,52,38,24,0,0,4,1,0,0,-1,101,-1,76,-1,53
Qualitätsabweichung Sandausbruch Lunker Porosität Gießparameter optimiert,0,4,4,-1,21,13,0,1,0,3,2,3,-1,36,-1,15,-1,12
Formdruckabweichung Kernschale Verschleiß vs Kaltlauf Form,0,3,3,-1,-1,18,0,0,4,1,4,5,-1,98,-1,72,-1,55
Kernbruch Ursache Kernschale Verschleiß Schleifnacharbeit notwendig,0,0,0,49,35,21,0,2,0,2,0,2,71,24,37,22,24,16
Ausschuss Materialfehler an Radträger Ursache HandlingSchaden,0,0,0,16,12,8,0,0,2,0,2,3,-1,17,-1,16,-1,13
Röntgenprüfung zeigt Kaltlauf in Zone Sandausbruch Wärmenachbehandlung eingeleitet,2,2,2,-1,-1,-1,2,1,3,3,6,1,13,73,4,58,4,45
Ausschuss Maßhaltigkeit an Zylinderkopf Ursache Sandausbruch,0,0,0,-1,-1,-1,0,0,0,0,2,0,-1,95,-1,49,-1,38
Formversatz an Radträger Charge Prüfbericht,1,1,1,1,2,2,1,1,1,3,1,3,6,26,-1,23,2,21
Härteprüfung Kaltlauf Sandausbruch vs Kaltlauf Chargenanalyse Mg Ti Wärmenachbehandlung eingeleitet,1,1,5,-1,-1,4,1,0,1,0,5,6,-1,49,1,43,1,-1
Qualitätsabweichung HandlingSchaden Kaltlauf Dickenmaß,0,0,0,-1,-1,-1,0,0,0,0,2,0,-1,61,-1,50,-1,39
Formdruckabweichung Sandbindermangel vs HandlingSchaden Form konform,0,3,3,40,29,18,0,0,4,1,4,5,-1,77,-1,61,-1,46
